Име,Училище,Град,Област,Резултат_Олимпиада,Резултат_ПМС,Резултат_МатВс,Резултат_Кенг,GS,GS_rank,GI_rank,GI,badm,SGI,AGI,aperc_olymp,aperc_pms,aperc_matvs,aperc_keng,trans_keng,trans_olymp,trans_pms,comp_count,BL_mg,BL,BR_mg,BR,DB_mg,DB,GB_mg,GB,HS_mg,HS,KR,KS_mg,KS,LV_mg,LV,MN_mg,MN,PL_mg,PL,PK_mg,PK,PV_mg,PV,PZ_mg,PZ,RS_mg,RS,RZ_mg,RZ,SF_smg,SF_npmg,SF,SH_mg,SH,SL_mg,SL,SM_mg,SM,SO_mg,SO,SS_mg,SS,SZ_mg,SZ,TR,VC_mg,VC,VD_mg,VD,VR_mg,VR,VT,YM_mg,YM,top1adm,top4adm,top4,top1
901015,,,Ямбол,13.0,12.75,10.0,,0.5016886754701881,1697.0,1521.0,0.49556010404161666,1,0.24653505001821632,0.4707326585781686,0.6190476190476191,0.2602040816326531,0.23529411764705882,,,0.006190476190476191,0.3355263157894737,3,6564.179104477612,0,47.72222222222222,0,524.4285714285714,0,286.3333333333333,0,8792.517006802722,0,0,349.0,0,61.904761904761905,0,90.5,0,64.5,0,144.0,0,452.7472527472528,0,87.4047619047619,0,310.25,0,87.4047619047619,0,330.6103896103896,667.3160173160172,0,87.4047619047619,0,262.2142857142857,0,87.4047619047619,0,85.0,0,87.4047619047619,0,87.4047619047619,0,0,87.4047619047619,0,524.4285714285714,0,1053.8302277432713,0,0,87.4047619047619,1,1,1,0,0
901250,,,Ямбол,8.0,12.5,10.0,,0.4942056822729092,1725.0,1539.0,0.4904342537014806,1,0.24398500258767256,0.4695337971980364,0.38095238095238093,0.25510204081632654,0.23529411764705882,,,0.0038095238095238095,0.32894736842105265,3,5082.52853380158,0,47.22222222222222,0,378.57142857142856,0,283.3333333333333,0,6360.544217687075,0,0,252.0,0,44.44444444444444,0,65.0,0,49.0,0,104.0,0,357.5091575091575,0,63.095238095238095,0,223.5,0,63.095238095238095,0,316.1246753246753,548.2683982683982,0,63.095238095238095,0,189.28571428571428,0,63.095238095238095,0,60.0,0,63.095238095238095,0,63.095238095238095,0,0,63.095238095238095,0,378.57142857142856,0,815.7349896480332,0,0,63.095238095238095,1,1,1,0,0
800001,,,Ямбол,,,,70.0,0.48999999999999994,1740.0,1546.0,0.48999999999999994,0,0.2437689667180737,0.4694323720119863,,,,0.7,0.48999999999999994,,,1,1772.1518987341774,0,0.0,0,210.0,0,0.0,0,7000.0,0,0,280.0,0,70.0,0,70.0,0,70.0,0,70.0,0,0.0,0,70.0,0,0.0,0,70.0,0,150.0,150.0,0,70.0,0,140.0,0,70.0,0,70.0,0,70.0,0,70.0,0,0,70.0,0,210.0,0,0.0,0,0,0.0,0,0,0,0,0
800002,,,Ямбол,,,,69.0,0.4760999999999999,1798.5,1602.5,0.4760999999999999,0,0.23685388786627526,0.46619740805024273,,,,0.69,0.4760999999999999,,,1,1746.8354430379748,0,0.0,0,207.0,0,0.0,0,6900.0,0,0,276.0,0,69.0,0,69.0,0,69.0,0,69.0,0,0.0,0,69.0,0,0.0,0,69.0,0,150.0,150.0,0,69.0,0,138.0,0,69.0,0,69.0,0,69.0,0,69.0,0,0,69.0,0,207.0,0,0.0,0,0,0.0,0,0,0,0,0
901280,,,Ямбол,12.5,10.5,11.0,,0.47906162464985996,1785.0,1618.0,0.47316876750700276,1,0.235395635792748,0.46551807015661073,0.5952380952380952,0.21428571428571427,0.25882352941176473,,,0.005952380952380952,0.27631578947368424,3,6467.64705882353,0,45.44444444444444,0,503.80952380952385,0,272.6666666666667,0,8540.6162464986,0,0,336.5,0,59.523809523809526,0,84.5,0,59.5,0,144.0,0,463.73626373626377,0,83.96825396825398,0,300.5,0,83.96825396825398,0,342.96623376623376,676.1904761904761,0,83.96825396825398,0,251.90476190476193,0,83.96825396825398,0,84.5,0,83.96825396825398,0,80.52380952380952,0,0,83.96825396825398,0,503.80952380952385,0,1073.4989648033127,0,0,83.96825396825398,1,1,1,0,0
901008,,,Ямбол,7.5,11.5,10.0,,0.47355942376950777,1809.0,1628.0,0.4700237094837935,1,0.23383100815073554,0.46479027722712835,0.35714285714285715,0.23469387755102042,0.23529411764705882,,,0.0035714285714285718,0.3026315789473684,3,4873.573309920983,0,45.22222222222222,0,352.2857142857143,0,271.3333333333333,0,5924.36974789916,0,0,234.5,0,44.44444444444444,0,60.5,0,45.5,0,100.0,0,347.98534798534797,0,58.714285714285715,0,208.0,0,58.714285714285715,0,313.8961038961039,536.3636363636364,0,58.714285714285715,0,176.14285714285714,0,58.714285714285715,0,57.5,0,58.714285714285715,0,58.714285714285715,0,0,58.714285714285715,0,352.2857142857143,0,791.9254658385094,0,0,58.714285714285715,1,1,1,0,0
800003,,,Ямбол,,,,68.0,0.4624000000000001,1844.5,1659.5,0.4624000000000001,0,0.23003830655191287,0.4630308050850809,,,,0.68,0.4624000000000001,,,1,1721.5189873417721,0,0.0,0,204.0,0,0.0,0,6800.0,0,0,272.0,0,68.0,0,68.0,0,68.0,0,68.0,0,0.0,0,68.0,0,0.0,0,68.0,0,150.0,150.0,0,68.0,0,136.0,0,68.0,0,68.0,0,68.0,0,68.0,0,0,68.0,0,204.0,0,0.0,0,0,0.0,0,0,0,0,0
800005,,,Ямбол,,,,68.0,0.4624000000000001,1844.5,1659.5,0.4624000000000001,0,0.23003830655191287,0.4630308050850809,,,,0.68,0.4624000000000001,,,1,1721.5189873417721,0,0.0,0,204.0,0,0.0,0,6800.0,0,0,272.0,0,68.0,0,68.0,0,68.0,0,68.0,0,0.0,0,68.0,0,0.0,0,68.0,0,150.0,150.0,0,68.0,0,136.0,0,68.0,0,68.0,0,68.0,0,68.0,0,0,68.0,0,204.0,0,0.0,0,0,0.0,0,0,0,0,0
800004,,,Ямбол,,,,68.0,0.4624000000000001,1844.5,1659.5,0.4624000000000001,0,0.23003830655191287,0.4630308050850809,,,,0.68,0.4624000000000001,,,1,1721.5189873417721,0,0.0,0,204.0,0,0.0,0,6800.0,0,0,272.0,0,68.0,0,68.0,0,68.0,0,68.0,0,0.0,0,68.0,0,0.0,0,68.0,0,150.0,150.0,0,68.0,0,136.0,0,68.0,0,68.0,0,68.0,0,68.0,0,0,68.0,0,204.0,0,0.0,0,0,0.0,0,0,0,0,0
800006,,,Ямбол,,,,67.0,0.4489000000000001,1907.5,1728.5,0.4489000000000001,0,0.22332222277498637,0.4599314707511673,,,,0.67,0.4489000000000001,,,1,1696.2025316455697,0,0.0,0,201.0,0,0.0,0,6700.0,0,0,268.0,0,67.0,0,67.0,0,67.0,0,67.0,0,0.0,0,67.0,0,0.0,0,67.0,0,150.0,150.0,0,67.0,0,134.0,0,67.0,0,67.0,0,67.0,0,67.0,0,0,67.0,0,201.0,0,0.0,0,0,0.0,0,0,0,0,0
